640,CYMBAL+HIHAT+HITOM+BASS
648,HITOM
656,HIHAT+LOTOM
664,LOTOM
672,HIHAT+FLTOM+BASS
680,FLTOM
688,CYMBAL+HIHAT+HITOM
696,HITOM
704,HIHAT+LOTOM+BASS
712,LOTOM
720,CYMBAL+HIHAT+FLTOM
728,FLTOM
736,SNARE
744,CYMBAL+HITOM
752,HIHAT+LOTOM+BASS
760,FLTOM
768,CYMBAL+SNARE+FLTOM+BASS
