128,CYMBAL+HIHAT+HITOM+BASS
136,HITOM
144,HIHAT+LOTOM
152,LOTOM
160,HIHAT+FLTOM+BASS
168,FLTOM
176,CYMBAL+HIHAT+HITOM
184,HITOM
192,HIHAT+LOTOM+BASS
200,LOTOM
208,CYMBAL+HIHAT+FLTOM
216,FLTOM
224,SNARE
232,CYMBAL+HITOM
240,HIHAT+LOTOM+BASS
248,FLTOM
256,CYMBAL+SNARE+FLTOM+BASS
